주유소명,전화번호,재고유무,판매단가(원/리터),결제일자,결제시간,정제도로명주소,정제지번주소,정제WGS84위도,정제WGS84경도
양평주유소,031-772-5151,Y,1500,2022-06-06,18:50:36,경기도 양평군 양평읍 양근로 82,경기도 양평군 양평읍 양근리 502-5번지,37.4967148016,127.4825893362
연세석유(주) 동아대Self주유소,031-671-8975,Y,1500,2023-07-10,20:11:44,경기도 안성시 삼죽면 서동대로 6351,경기도 안성시 삼죽면 진촌리 329-3번지,37.0591561287,127.3673222306
SK KH에너지 신곡주유소,031-856-4332,Y,1500,2023-07-10,07:26:24,경기도 의정부시 금신로 153,경기도 의정부시 신곡동 387번지,37.7343421451,127.0660474551
서안성주유소,031-673-6543,Y,1500,2022-12-08,14:52:36,경기도 안성시 보개면 서동대로 5623,경기도 안성시 보개면 내방리 149-1번지,37.0157268822,127.3149234719
(주)소유에너지 대원주유소,031-536-7207,Y,1500,2023-07-10,14:24:05,경기도 포천시 영북면 호국로 3525,경기도 포천시 영북면 야미리 318-2번지,38.0513995822,127.2694677109
골드밸리주유소,031-981-5920,Y,1500,2023-07-10,17:18:53,경기도 김포시 양촌읍 양곡우회로 141,경기도 김포시 양촌읍 양곡리 270-1번지,37.6619451419,126.6241127564
신한국주유소,02-486-1066,Y,1500,2023-05-17,16:11:50,경기도 하남시 동남로 516,경기도 하남시 감북동 458-1번지,37.5204941968,127.1455992476
HD현대오일뱅크㈜직영 운정셀프주유소,010-5116-0374,Y,1500,2023-07-08,12:32:20,경기도 파주시 미래로 374,경기도 파주시 야당동 1021번지,37.7111204310,126.7466978826
부강주유소,032-683-3305,Y,1500,2023-03-15,17:50:00,경기도 부천시 역곡로 458,경기도 부천시 고강동 346-7번지,37.5255174474,126.8160860948
대왕주유소,031-662-5185,Y,800,2023-06-12,10:52:02,경기도 평택시 진위면 삼남로 691,경기도 평택시 진위면 마산리 387-9번지,37.0854226648,127.0906686297
(주)유성 화정점,031-964-0014,Y,900,2023-07-10,20:20:36,경기도 고양시 덕양구 호국로 624,경기도 고양시 덕양구 화정동 695-1번지,37.6431576299,126.8298124260
세종석유,031-958-2400,Y,1000,2023-07-10,15:46:38,경기도 파주시 법원읍 자운서원로 436,경기도 파주시 법원읍 동문리 610-4번지,37.8620042102,126.8440241232
예루살렘셀프주유소,031-534-0902,Y,1000,2023-07-10,18:50:04,경기도 포천시 일동면 금강로 4193,경기도 포천시 일동면 유동리 575-1번지,37.9295364898,127.2991268392
파주경인주유소,031-943-5052,Y,1000,2022-12-06,14:37:11,경기도 파주시 조리읍 통일로 124,경기도 파주시 조리읍 봉일천리 15-9번지,37.7357315697,126.8280822175
가산농협 내촌주유소,031-531-1818,Y,1000,2023-07-10,17:34:19,경기도 포천시 내촌면 금강로 2229,경기도 포천시 내촌면 음현리 694-4번지,37.7774829568,127.2263406748
자연오일주유소,031-768-5181,Y,1000,2023-07-10,14:42:19,경기도 광주시 포은대로 213,경기도 광주시 문형동 313-11번지,37.3518887402,127.2178778321
파주아동주유소 ㈜경남오일뱅크,031-942-5103,Y,1000,2023-07-03,16:09:54,경기도 파주시 통일로 630,경기도 파주시 아동동 107-2번지,37.7662767958,126.7941194559
다대주유소,031-773-9073,Y,1000,2023-07-06,15:03:54,경기도 양평군 청운면 설악로 249,경기도 양평군 청운면 다대리 155번지,37.5688875963,127.7309281352
SK선봉대주유소,031-323-5593,Y,1200,2023-06-13,09:52:25,경기도 용인시 처인구 성산로 153,경기도 용인시 처인구 역북동 109-3번지,37.2501335896,127.1903157803
안산슈퍼맨주유소,031-419-8213,Y,1200,2023-07-10,17:09:31,경기도 안산시 상록구 서해로 2691,경기도 안산시 상록구 사사동 611-1번지,37.2922003906,126.9118679530
신만해주유소,031-439-0051,Y,1800,2023-07-09,10:47:40,경기도 시흥시 금화로 204,경기도 시흥시 산현동 395-7번지,37.3649972572,126.8307359333
CJ대한통운(주)직영 경기고속주유소,031-765-5805,Y,1800,2022-04-04,10:17:37,경기도 광주시 초월읍 경충대로 1021,경기도 광주시 초월읍 쌍동리 130-14번지,37.3700884937,127.3027851757
HD현대오일뱅크㈜직영 새광주셀프주유소,031-761-6853,Y,1800,2023-07-10,18:44:54,경기도 광주시 경충대로 1515,경기도 광주시 쌍령동 113-8번지,37.4036576400,127.2688681267
HD현대오일뱅크㈜직영 서현셀프주유소,031-701-4983,Y,1800,2023-07-10,17:54:38,경기도 성남시 분당구 서현로 488,경기도 성남시 분당구 분당동 130번지,37.3696742405,127.1477329570
안산고속주유소,031-485-2357,Y,1800,2023-01-17,13:22:08,경기도 안산시 상록구 가루개로 56,경기도 안산시 상록구 양상동 167-1번지,37.3464561377,126.8403843137
골드스타주유소,031-996-5145,Y,1800,2023-07-10,16:01:53,경기도 김포시 통진읍 월하로 524,경기도 김포시 통진읍 귀전리 606-5번지,37.7121895450,126.6139688650
HD현대오일뱅크㈜직영 강변셀프주유소,031-577-9275,Y,1500,2023-03-28,11:23:13,경기도 남양주시 고산로 166,경기도 남양주시 삼패동 604번지,37.5943532672,127.1844771158
지성주유소,031-356-4550,Y,1500,2023-07-10,10:20:53,경기도 화성시 마도면 화성로 726,경기도 화성시 마도면 슬항리 220-152번지,37.2075508373,126.7679381160
고양(서울방향)주유소/충전소,031-969-9480,Y,1500,2023-07-07,09:39:25,경기도 고양시 덕양구 수원문산고속도로 51,경기도 고양시 덕양구 성사동 95-1번지,37.6311720541,126.8495150919
지에스칼텍스㈜ 토당주유소,031-979-5020,Y,1500,2022-05-26,10:35:37,경기도 고양시 덕양구 중앙로 637,경기도 고양시 덕양구 토당동 899-8번지,37.6272645626,126.8277679771
한석제일주유소,032-679-8385,Y,1500,2023-01-04,08:05:21,경기도 부천시 오정로 86,경기도 부천시 삼정동 24-1번지,37.5256200054,126.7699791675
영중농협주유소,031-531-3235,Y,1500,2023-06-28,09:45:58,경기도 포천시 영중면 호국로 2936,경기도 포천시 영중면 양문리 545-1번지,38.0046318710,127.2474823585
영광셀프주유소,031-317-5147,Y,1500,2023-07-08,10:34:05,경기도 시흥시 시흥대로 869,경기도 시흥시 미산동 501-2번지,37.4140421649,126.7877992499
지에스칼텍스㈜직영 에이펙스주유소,031-321-5550,Y,1500,2023-06-05,11:20:46,경기도 용인시 처인구 이동읍 남북대로 2617,경기도 용인시 처인구 이동읍 송전리 205-1번지,37.1392712775,127.2052704974
동1 self주유소,031-663-8995,Y,1500,2023-07-10,12:02:11,경기도 평택시 삼남로 94,경기도 평택시 도일동 1005-3번지,37.0350530683,127.0992260177
선유주유소,031-833-5183,Y,1500,2022-12-07,19:42:47,경기도 연천군 전곡읍 양연로 452,경기도 연천군 전곡읍 간파리 298-5번지,37.9471548691,127.0034632701
삼화주유소,031-376-5101,Y,1500,2023-07-10,19:26:57,경기도 오산시 경기대로 692,경기도 오산시 내삼미동 573-1번지,37.1815279444,127.0522526991
HD현대오일뱅크㈜직영 탑골주유소,031-884-9551,Y,1500,2023-07-06,20:45:46,경기도 여주시 여주남로 158,경기도 여주시 연라동 166-3번지,37.2746257264,127.6113867878
일광송우점,031-543-2275,Y,1500,2023-07-10,13:48:43,경기도 포천시 소흘읍 호국로 620,경기도 포천시 소흘읍 송우리 456-2번지,37.8248767847,127.1460917037
SK동아에너지주유소충전소,031-664-7743,Y,1500,2022-07-12,09:03:50,경기도 평택시 남북대로 545,경기도 평택시 칠괴동 614번지,37.0236251735,127.0919560257
현대오일뱅크㈜직영 김포나루셀프주유소,031-996-5691,Y,1500,2023-07-10,18:16:05,경기도 김포시 태장로 819,경기도 김포시 장기동 2090-2번지,37.6365074780,126.6776124817
㈜이-조은에너지 굳오일셀프주유소,031-534-8929,Y,1500,2023-07-10,21:33:43,경기도 포천시 영중면 호국로 2931,경기도 포천시 영중면 양문리 832-7번지,38.0042157880,127.2467889654
청운농협주유소,031-774-5164,Y,1500,2023-06-12,13:43:18,경기도 양평군 청운면 용두로 81,경기도 양평군 청운면 용두리 760-3번지,37.5503590836,127.7046739933
중앙에너비스 양평지점,070-8707-4590,Y,1500,2023-06-19,07:05:31,경기도 양평군 양서면 경강로 962,경기도 양평군 양서면 국수리 391-5번지,37.5088551603,127.3941838138
(주)세정석유,031-373-7666,Y,1500,2023-07-10,17:53:09,경기도 오산시 청학로 64,경기도 오산시 청학동 5-3번지,37.1545337500,127.0651714537
우성주유소,031-771-7618,Y,1500,2022-10-05,15:07:01,경기도 양평군 개군면 개군로 320,경기도 양평군 개군면 하자포리 89-3번지,37.4408346909,127.5356546567
디딤돌주유소,031-336-5149,Y,1500,2023-07-10,18:05:05,경기도 용인시 처인구 백암면 죽양대로 820,경기도 용인시 처인구 백암면 백봉리 602-1번지,37.1408700272,127.3936851717
천운봉주유소,031-774-1245,Y,1500,2023-07-10,22:04:55,경기도 양평군 옥천면 경강로 1564,경기도 양평군 옥천면 옥천리 931-2번지,37.5054239767,127.4556592667
(주)뉴타운에너지 주유소,031-225-8087,Y,1500,2022-04-18,10:24:19,경기도 화성시 경기대로 1106,경기도 화성시 진안동 592-1번지,37.2135204221,127.0316866972
미소주유소,031-355-5180,Y,1500,2023-07-10,19:00:24,경기도 화성시 마도면 화성로 570,경기도 화성시 마도면 슬항리 4-1번지,37.2110286611,126.7518223058
차사랑주유소,031-358-5155,Y,1500,2023-07-10,16:59:13,경기도 화성시 우정읍 남양만로 565,경기도 화성시 우정읍 이화리 1079-1번지,37.0353701265,126.8032924269
대길주유소,031-532-7306,Y,1500,2023-02-15,10:28:38,경기도 포천시 영중면 호국로 3283,경기도 포천시 영중면 성동리 428-1번지,38.0310487979,127.2605297300
대경석유㈜송산마도주유/충전소,031-366-7131,Y,1500,2023-07-06,17:53:07,경기도 화성시 송산면 화성로 618,경기도 화성시 송산면 삼존리 773-1번지,37.2112806504,126.7574886169
엄지self주유소,031-862-1036,Y,1500,2023-01-04,10:51:00,경기도 동두천시 강변로 670,경기도 동두천시 동두천동 521-108번지,37.9263532252,127.0505959934
HD현대오일뱅크㈜직영 토평1호셀프주유소,031-565-8919,Y,1500,2023-07-10,06:07:06,경기도 구리시 벌말로 136,경기도 구리시 토평동 989번지,37.5886287922,127.1490369486
HD현대오일뱅크㈜직영 신안주유소,031-443-1500,Y,1500,2023-03-02,14:59:17,경기도 안양시 만안구 박달로 432,경기도 안양시 만안구 박달동 156-2번지,37.4017074667,126.9008444896
은현농협 에너지주유소,031-859-5151,Y,1500,2022-06-24,15:59:01,경기도 양주시 은현면 화합로 1148,경기도 양주시 은현면 용암리 475-8번지,37.8495850435,127.0424237327
(주)위굴리 고진역주유소,031-323-7014,Y,1500,2023-07-10,18:56:34,경기도 용인시 처인구 백옥대로 1234,경기도 용인시 처인구 유방동 529-16번지,37.2446199453,127.2129450359
승보스타주유소,031-358-3400,Y,1500,2023-07-10,06:30:33,경기도 화성시 장안면 수정로 113,경기도 화성시 장안면 독정리 628-20번지,37.0775056007,126.8565254976
고봉산주유소,031-977-5189,Y,1500,2023-03-09,09:25:13,경기도 고양시 일산동구 고봉로 464,경기도 고양시 일산동구 성석동 1305-9번지,37.6996224863,126.7818203429
CJ대한통운㈜ 톨게이트주유소,031-881-5113,Y,1500,2023-07-03,16:51:40,경기도 여주시 세종로 503,경기도 여주시 점봉동 325-1번지,37.2556292242,127.6479295815
HD현대오일뱅크㈜직영 동탄제일주유소,031-225-6974,Y,1500,2023-07-03,20:41:40,경기도 화성시 효행로 1279,경기도 화성시 반월동 539-1번지,37.2227010671,127.0610719879
율면농협주유소,031-641-9338,Y,1500,2022-10-18,07:56:39,경기도 이천시 율면 고당로 96,경기도 이천시 율면 고당리 487-5번지,37.0915834520,127.5442673141
삼교주유소,031-855-1065,Y,1500,2023-07-10,19:42:22,경기도 여주시 장여로 1596,경기도 여주시 삼교동 236-5번지,37.2399900917,127.6547990072
플러스주유소,031-311-7131,Y,1500,2023-07-05,12:53:22,경기도 시흥시 황고개로 520,경기도 시흥시 장곡동 932-9번지,37.3773113109,126.7892536176
HD현대오일뱅크㈜직영 신천리주유소,031-313-6760,Y,1550,2023-07-01,08:28:44,경기도 시흥시 수인로 3356,경기도 시흥시 신천동 710번지,37.4404587592,126.7859324421
민들레주유소,031-642-5151,Y,1600,2023-02-19,18:59:16,경기도 이천시 장호원읍 경충대로 111,경기도 이천시 장호원읍 장호원리 327-20번지,37.1235542132,127.6154090083
SK에너지(주)직영 평택항주유소,031-682-6003,Y,1600,2022-07-13,03:50:58,경기도 평택시 포승읍 포승공단로 240,경기도 평택시 포승읍 도곡리 632번지,36.9852725690,126.8599550153
기흥스마트주유소 주식회사,031-274-5174,Y,1600,2023-03-20,17:14:12,경기도 용인시 기흥구 동탄기흥로 750,경기도 용인시 기흥구 고매동 518-7번지,37.2251899195,127.1021786425
HD현대오일뱅크㈜직영 의왕셀프주유소,031-461-8204,Y,1600,2022-09-14,09:42:18,경기도 의왕시 오봉로 182,경기도 의왕시 이동 364-10번지,37.3348320708,126.9602569999
꽃밭주유소,031-793-5150,Y,1600,2023-07-09,17:56:18,경기도 하남시 미사강변대로 203,경기도 하남시 망월동 998번지,37.5679075722,127.1844528173
한울(주) 서일산주유소,031-921-0366,Y,1600,2023-07-07,18:22:57,경기도 고양시 일산서구 법곳길 84,경기도 고양시 일산서구 법곳동 145-1번지,37.6652639830,126.7275917375
HD현대오일뱅크㈜직영 한양현대주유소,031-413-5117,Y,1600,2023-02-26,06:07:32,경기도 안산시 단원구 화정천서로 507,경기도 안산시 단원구 선부동 1087-18번지,37.3422616680,126.8175934824
이마트24서비스 진위산단주유소,031-668-0010,Y,1600,2023-03-26,10:03:14,경기도 평택시 진위면 삼남로 712,경기도 평택시 진위면 마산리 367-2번지,37.0874092118,127.0916593564
마하주유소,031-444-5175,Y,1600,2023-07-10,12:43:06,경기도 안양시 만안구 엘에스로 237,경기도 안양시 만안구 안양동 325-17번지,37.3797109052,126.9387908126
(주)세화제2주유소,031-404-5189,Y,1600,2022-10-06,10:58:29,경기도 시흥시 동서로 425,경기도 시흥시 장현동 78번지,37.3841007427,126.7941258108
가남현대주유소,031-882-8886,Y,1600,2023-07-10,19:57:59,경기도 여주시 가남읍 경충대로 1520,경기도 여주시 가남읍 신해리 621-5번지,37.2182550252,127.5313116313
대성산업(주)안산공단주유소,031-494-5133,Y,1600,2023-07-04,16:33:30,경기도 안산시 단원구 산단로 313,경기도 안산시 단원구 신길동 1230번지,37.3227829451,126.7865009310
월드주유소,031-772-6776,Y,1600,2022-09-03,16:14:37,경기도 양평군 양평읍 중앙로 402,경기도 양평군 양평읍 대흥리 650-8번지,37.4909878111,127.5329296353
사동셀프주유소,031-406-5152,Y,2000,2022-05-23,10:56:07,경기도 안산시 상록구 선진로 11,경기도 안산시 상록구 사동 1486번지,37.2807220055,126.8475123261
백산주유소,031-233-3161,Y,2000,2022-09-04,11:41:28,경기도 화성시 효행로 606,경기도 화성시 안녕동 164-2번지,37.2030019750,126.9988690524
남선석유(주)옥정주유소,031-841-5180,Y,2000,2023-03-09,10:52:06,경기도 양주시 부흥로 2214,경기도 양주시 삼숭동 469번지,37.8089285673,127.0997947060
행복주유소,031-291-5151,Y,2000,2022-04-08,10:04:02,경기도 수원시 권선구 수인로 379,경기도 수원시 권선구 구운동 671번지,37.2882029166,126.9641101006
경기홈런주유소,031-352-6069,Y,2000,2022-10-31,15:24:36,경기도 화성시 정남면 서봉로 1061,경기도 화성시 정남면 신리 143-1번지,37.1635911336,126.9776732898
구산셀프주유소,031-792-0902,Y,2000,2022-07-16,23:49:21,경기도 하남시 미사대로 316,경기도 하남시 망월동 835번지,37.5755405913,127.1941826433
보정꽃길주유소,031-262-5185,Y,2000,2022-06-15,19:49:50,경기도 용인시 기흥구 용구대로2469번길 153,경기도 용인시 기흥구 보정동 495-2번지,37.3200516725,127.1045346452
파주농협주유소 봉서지점,031-953-7620,Y,2000,2022-04-25,15:05:53,경기도 파주시 파주읍 통일로 1541,경기도 파주시 파주읍 봉서리 828-13번지,37.8454008737,126.7894105800
동일석유(주)마석동일주유소,031-559-1245,Y,2000,2023-01-11,17:16:24,경기도 남양주시 화도읍 경춘로 1757,경기도 남양주시 화도읍 묵현리 358-5번지,37.6575573229,127.2856108319
평택농협주유소,031-653-9805,Y,2000,2022-04-04,15:32:29,경기도 평택시 만세로 1649,경기도 평택시 죽백동 442-1번지,37.0177428531,127.1175282050
SK KH에너지 맑은샘주유소,031-855-0961,Y,2000,2022-05-08,13:17:08,경기도 양주시 장흥면 호국로 777,경기도 양주시 장흥면 울대리 75-8번지,37.7299221110,126.9949989806
매산주유소,031-321-8558,Y,2000,2022-06-09,22:07:55,경기도 용인시 처인구 모현읍 곡현로 638,경기도 용인시 처인구 모현읍 매산리 256-3번지,37.3408354973,127.2245800083
SK에너지(주) 옥정신도시주유소,031-868-9670,Y,2000,2023-03-22,07:50:52,경기도 양주시 옥정로 300,경기도 양주시 옥정동 952-1번지,37.8286769926,127.0921086722
은행나무주유소,032-675-5185,Y,2000,2023-07-10,15:17:06,경기도 부천시 길주로 571,경기도 부천시 여월동 342번지,37.5072318566,126.8057419108
대성산업(주)과천주유소,02-503-1941,Y,2200,2023-03-08,08:45:05,경기도 과천시 중앙로 144,경기도 과천시 별양동 1-2번지,37.4288282829,126.9930387021
판교주유소,031-708-1717,Y,2200,2023-07-10,19:37:39,경기도 성남시 분당구 운중로 263,경기도 성남시 분당구 판교동 587번지,37.3893542633,127.0925126394
HD현대오일뱅크㈜직영 경기주유소,031-791-5070,Y,2200,2023-07-10,17:09:47,경기도 하남시 대청로 73,경기도 하남시 신장동 99-30번지,37.5408050174,127.2207105887
판교서일주유소,031-8016-5260,Y,2300,2022-03-29,10:38:15,경기도 성남시 분당구 판교로 315,경기도 성남시 분당구 삼평동 691-1번지,37.4034809460,127.1091585054
㈜삼표에너지 군포스타주유소,031-393-5189,Y,2300,2023-07-10,11:23:16,경기도 군포시 고산로 688,경기도 군포시 산본동 207-3번지,37.3710302928,126.9349251918
지에스칼텍스(주)백운밸리주유소,031-425-5189,Y,2300,2022-11-05,10:25:44,경기도 의왕시 백운로 370,경기도 의왕시 학의동 1111-1번지,37.3726981422,127.0032652544
(주)삼표에너지 야탑주유소,031-706-5145,Y,2300,2022-05-24,14:06:27,경기도 성남시 분당구 돌마로 910,경기도 성남시 분당구 야탑동 187번지,37.4129299347,127.1442307966
호림플러스홀딩스,031-636-6338,Y,2300,2023-07-07,13:53:38,경기도 이천시 경충대로 2855,경기도 이천시 사음동 150-8번지,37.2911860876,127.4250753087
HD현대오일뱅크㈜직영 서동탄셀프주유소,031-372-5120,Y,2400,2023-07-10,22:33:08,경기도 오산시 문시로 127,경기도 오산시 외삼미동 317번지,37.1897339078,127.0603164517
HD현대오일뱅크㈜직영 영통제일셀프주유소,031-211-2255,Y,2400,2023-07-10,21:33:30,경기도 수원시 영통구 영통로 317,경기도 수원시 영통구 매탄동 540-5번지,37.2544536844,127.0625116652
HD현대오일뱅크㈜직영 경기주유소,031-283-5189,Y,2400,2022-04-04,14:04:51,경기도 용인시 기흥구 중부대로 312,경기도 용인시 기흥구 신갈동 477-1번지,37.2701334279,127.1021002098
봉담IC셀프에너지,031-298-5100,Y,2400,2022-04-19,08:22:43,경기도 화성시 봉담읍 삼천병마로 1346,경기도 화성시 봉담읍 동화리 357-3번지,37.2247250104,126.9538510833
HD현대오일뱅크㈜직영 능동셀프주유소,031-8003-6661,Y,2400,2023-07-09,18:31:26,경기도 화성시 북삼미로 261,경기도 화성시 능동 992-3번지,37.1987977126,127.0591483274
HD현대오일뱅크㈜직영 구성신도시주유소,031-287-0151,Y,2400,2023-07-10,17:36:00,경기도 용인시 기흥구 용구대로 2381,경기도 용인시 기흥구 마북동 507번지,37.2986266801,127.1075579060
HD대오일뱅크(주) 판교현대주유소,031-423-5179,Y,2400,2023-07-10,12:17:11,경기도 의왕시 안양판교로 448,경기도 의왕시 청계동 252-8번지,37.3938656297,127.0193034903
(주)유카스에너지 상동SELF,070-7728-9215,Y,2500,2022-04-01,15:58:33,경기도 부천시 부일로 274,경기도 부천시 상동 321-1번지,37.4879836600,126.7604594003
희성석유(주)금곡,031-716-5664,Y,2500,2022-04-11,10:33:48,경기도 성남시 분당구 불정로 1,경기도 성남시 분당구 정자동 177번지,37.3601907544,127.1046516020
(주)위굴리 부천스마트시티주유소,032-349-5812,Y,2500,2022-03-25,09:37:48,경기도 부천시 양지로 115,경기도 부천시 옥길동 784-1번지,37.4722199620,126.8159726460
(주)위굴리 구도일주유소 톨게이트,031-786-1070,Y,3000,2023-07-10,10:55:44,경기도 성남시 분당구 대왕판교로 263,경기도 성남시 분당구 궁내동 203-6번지,37.3673365688,127.1013277120
도화상사은봉주유소,031-943-9040,Y,5000,2023-06-26,10:47:24,경기도 파주시 평화로 260,경기도 파주시 야동동 622-8번지,37.7734439639,126.7534579292
서안에너지 평화,031-681-0094,Y,6000,2023-07-10,11:57:32,경기도 평택시 현덕면 서해로 506,경기도 평택시 현덕면 기산리 135-12번지,36.9459060522,126.9139005543
(주)호정디엔이 열린주유소,031-385-7500,Y,6000,2023-07-10,15:05:34,경기도 안양시 동안구 관악대로 248,경기도 안양시 동안구 비산동 1055-1번지,37.4014088054,126.9507071418
산업로 주유소,031-762-5149,Y,6000,2023-07-10,19:22:55,경기도 광주시 경충대로 1763,경기도 광주시 역동 94-4번지,37.4009368540,127.2433191610
승채주유소,031-945-4396,Y,6000,2023-07-10,19:43:45,경기도 파주시 월롱면 통일로 824,경기도 파주시 월롱면 영태리 612-17번지,37.7826829864,126.7885238200
지에스칼텍스㈜직영 송산주유소,031-852-5189,N,0,2023-02-25,09:56:21,경기도 의정부시 충의로 94,경기도 의정부시 용현동 550-4번지,37.7402026428,127.0866359518
분당탑주유소,031-702-4983,N,0,2022-07-19,19:49:54,경기도 성남시 분당구 판교로 751,경기도 성남시 분당구 야탑동 193번지,37.4056196152,127.1563668356
SK에너지(주) 엔크린셀프주유소,031-877-5477,N,0,2022-07-10,10:42:29,경기도 의정부시 경의로 20,경기도 의정부시 의정부동 609-2번지,37.7325934265,127.0375610877
슈퍼맨주유소,031-366-2556,N,0,2022-03-31,18:33:38,경기도 화성시 향남읍 발안로 392,경기도 화성시 향남읍 동오리 505-1번지,37.1306529197,126.9496305865
박달주유소,031-464-0051,N,0,2022-04-08,13:50:30,경기도 안양시 만안구 박달로 274,경기도 안양시 만안구 박달동 705-3번지,37.4037274111,126.8852134239
㈜JS 프라임주유소,031-943-2236,Y,2000,2022-04-08,09:23:28,경기도 파주시 교하로 434,경기도 파주시 동패동 277-20번지,37.7056722668,126.7306893282
만당대경주유소,031-896-5151,Y,2000,2022-05-17,07:37:59,,경기 용인시 수지구 신수로 777,,
HD현대오일뱅크㈜직영 관양현대셀프주유소,031-423-6942,Y,2000,2023-07-10,10:42:23,경기도 안양시 동안구 관악대로 414,경기도 안양시 동안구 관양동 1466-3번지,37.4044212240,126.9688651915
HD현대오일뱅크㈜직영 동탄현대주유소,031-234-1761,Y,2000,2023-07-04,17:10:09,경기도 화성시 효행로 1315,경기도 화성시 반월동 487번지,37.2249905213,127.0634822403
카이에너지㈜ 복지주유소,031-837-5144,Y,2000,2022-07-22,12:18:05,경기도 양주시 백석읍 중앙로 175,경기도 양주시 백석읍 복지리 197-3번지,37.7929117883,126.9921058808
평촌주유소,031-423-5189,Y,2000,2022-04-18,17:41:28,경기도 의왕시 갈미로 2,경기도 의왕시 내손동 797번지,37.3768055975,126.9694101312
조인에너지셀프야동점,031-948-6181,Y,2000,2023-07-10,18:50:32,경기도 파주시 창곡동길 27,경기도 파주시 야동동 151-12번지,37.7730911259,126.7647140155
HD현대오일뱅크㈜직영 비봉현대주유소,031-357-9893,Y,2000,2023-02-06,05:30:24,경기도 화성시 비봉면 화성로 1589-1,경기도 화성시 비봉면 양노리 637-1번지,37.2249792756,126.8539332674
(주)썬라이즈오일 서여주IC 주유소,031-881-5052,Y,2000,2023-05-03,09:56:24,경기도 여주시 세종대왕면 중부대로 2657,경기도 여주시 세종대왕면 번도리 887-33번지,37.2983156018,127.6000482408
SK에너지(주) SK호매실주유소,031-296-8668,Y,2000,2022-12-14,08:56:33,경기도 수원시 권선구 서수원로 453,경기도 수원시 권선구 호매실동 1374-1번지,37.2670367169,126.9617788833
하늘에너지(주)별내지점,031-572-5153,Y,2000,2023-07-10,10:21:34,경기도 남양주시 순화궁로 513,경기도 남양주시 별내동 817번지,37.6708658312,127.1167185007
(주)한결에너지 한결주유소,031-337-0599,Y,2000,2023-07-06,15:48:18,경기도 용인시 처인구 중부대로 1201,경기도 용인시 처인구 삼가동 239-2번지,37.2385370572,127.1784801700
조인에너지 Self,031-953-6979,Y,2000,2023-07-10,12:32:10,경기도 파주시 법원읍 화합로 74,경기도 파주시 법원읍 대능리 119-1번지,37.8456427291,126.8749707000
대성산업(주)동두천주유소,031-862-3482,Y,2000,2022-06-03,08:12:32,경기도 동두천시 평화로 2496,경기도 동두천시 생연동 493-1번지,37.9106643981,127.0584612514
HD현대오일뱅크㈜직영 봉담셀프주유소,031-227-8367,Y,2000,2023-07-10,15:09:42,경기도 화성시 봉담읍 삼천병마로 862,경기도 화성시 봉담읍 당하리 154번지,37.1849106619,126.9385342553
장암주유소,031-875-5151,Y,2000,2022-04-11,18:22:22,경기도 의정부시 동일로 30,경기도 의정부시 장암동 380-30번지,37.6917780493,127.0554522137
HD현대오일뱅크㈜직영 능곡현대주유소,031-497-5189,Y,2000,2023-07-09,17:36:07,경기도 시흥시 시흥대로 238-2,경기도 시흥시 군자동 113번지,37.3621546127,126.8066854662
동일석유제일주유소,031-449-2796,Y,2000,2023-07-08,10:25:28,경기도 안양시 동안구 경수대로 962,경기도 안양시 동안구 비산동 540-9번지,37.4001151068,126.9306507824
동일석유 SK양주셀프주유소,031-563-2019,Y,2000,2022-03-29,17:30:47,경기도 구리시 경춘로 196,경기도 구리시 수택동 370-3번지,37.6001561806,127.1368385693
HD현대오일뱅크㈜직영 안산공원셀프주유소,031-413-5051,Y,2000,2022-06-14,06:53:09,경기도 안산시 단원구 광덕1로 268,경기도 안산시 단원구 고잔동 779-1번지,37.3069189416,126.8398835258
슈퍼맨주유소,031-224-5100,Y,2000,2023-06-29,13:19:20,경기도 수원시 권선구 덕영대로 1139,경기도 수원시 권선구 세류동 1125-3번지,37.2517929852,127.0157873238
(주)성홍 안산터미널주유소,031-402-5145,Y,2000,2023-07-06,07:14:01,경기도 안산시 상록구 충장로 431,경기도 안산시 상록구 성포동 590번지,37.3174429835,126.8489104830
주식회사 성인석유 거창주유소,031-366-6000,Y,2000,2023-07-07,16:35:26,경기도 화성시 팔탄면 마당바위로 113,경기도 화성시 팔탄면 구장리 846-7번지,37.1614444627,126.9101569751
셀프광장주유소,031-795-2001,Y,2000,2022-03-25,10:26:21,경기도 하남시 창우로 56,경기도 하남시 창우동 361-1번지,37.5318398952,127.2260070133
모곡주유소,031-664-8951,Y,2000,2022-06-14,06:50:56,경기도 평택시 경기대로 927,경기도 평택시 모곡동 105-4번지,37.0322380858,127.0701759901
대경석유(주) 동성셀프주유소,031-868-5164,Y,2000,2023-07-06,10:52:42,경기도 동두천시 강변로 858,경기도 동두천시 동두천동 403번지,37.9415220772,127.0553632150
우영주유소,031-378-5071,Y,2000,2023-07-10,17:04:50,경기도 오산시 가장로 524,경기도 오산시 가장동 34-2번지,37.1598196652,127.0375593192
서율주유소,02-899-8804,Y,1200,2023-07-10,19:34:16,경기도 광명시 오리로 461,경기도 광명시 소하동 303-14번지,37.4432399358,126.8794074637
이케이에너지(주) 예당주유소,031-876-6171,Y,1200,2023-07-10,20:28:23,경기도 의정부시 의정로 10,경기도 의정부시 의정부동 533-8번지,37.7337120220,127.0355113359
